x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
3,114.78,8,5,1704,0,1704,2,3,1,7,1,772,40,n,3115
49,163.21,5,6,1600,0,1600,1,2,1,6,2,319,30,n,2130
81,63.24,4,6,520,0,520,1,1,1,4,0,240,24,n,740
88,85,4,4,649,668,1317,1,3,1,6,0,250,16,n,455
42,85.44,5,6,1228,0,1228,1,3,1,6,0,271,30,n,1548.5
1,110.49,8,5,1234,0,1234,2,3,1,7,0,484,40,n,1854
51,105.52,5,5,1700,0,1700,1,4,1,6,1,447,25,y,1710
2,73.13,9,5,1561,0,1561,2,2,1,6,1,556,45,y,2830
2,134.18,8,5,1132,1320,2452,3,4,1,9,1,691,40,y,3145
15,108.59,5,5,1097,0,1097,1,3,1,6,0,672,25,y,1505
55,85.32,5,6,1297,0,1297,1,3,1,5,1,498,30,y,1585
57,79.22,5,7,1057,0,1057,1,3,1,5,0,246,35,y,1145
53,60.4,4,5,1152,0,1152,2,2,2,6,0,0,20,y,875
41,86.58,6,5,1324,0,1324,2,3,1,6,1,440,30,y,1655
48,169.05,5,6,1328,0,1328,1,2,1,5,2,308,30,y,1755
24,91.8,5,7,884,0,884,1,2,1,5,0,504,35,y,1495
33,92,5,6,938,0,938,1,3,1,5,0,308,30,y,1357.5
47,79.45,5,6,1150,0,1150,1,3,1,6,0,300,30,y,1465
5,76.58,9,5,1752,0,1752,2,2,1,6,1,576,45,y,3254
6,128.22,7,5,1518,631,2149,1,1,1,6,1,670,35,y,2451.86
1,110.96,8,5,1656,0,1656,2,3,1,7,0,826,40,y,2552
89,44.56,4,5,736,716,1452,2,2,3,8,0,0,20,y,1185
41,77.42,5,7,955,0,955,1,3,1,6,0,386,35,y,1325
10,138.69,6,6,794,676,1470,2,3,1,6,0,388,36,y,1825
72,62.4,6,6,816,0,1176,1,3,1,6,1,528,36,n,1200
47,84.72,5,5,816,0,816,1,2,1,5,0,516,25,n,1155
25,502.71,9,5,1842,0,1842,0,0,1,5,1,894,45,n,3905
52,71.34,5,5,1360,0,1360,1,3,1,6,1,572,25,n,1355
44,101.75,6,5,1425,0,1425,2,3,1,7,1,576,30,n,1860
10,26.45,8,5,983,756,1739,2,3,1,7,0,480,40,n,1780
2,116.45,7,5,860,860,1720,2,3,1,7,0,565,35,n,2020
0,136.82,10,5,1426,1519,2945,3,3,1,10,1,641,50,n,4442.8
36,72,5,7,780,0,780,1,2,1,4,0,352,35,n,1304
2,130.72,6,5,1158,0,1158,1,3,1,5,0,576,30,n,1635
87,72,5,7,581,530,1111,1,3,1,6,0,288,35,n,1065
1,64.42,8,5,1370,0,1370,2,2,1,6,1,484,40,n,2080
89,103,7,6,902,808,1710,2,3,1,9,0,480,42,n,1455
12,93.75,7,5,1057,977,2034,2,3,1,8,0,645,35,n,2250
3,95.91,8,5,1143,1330,2473,2,4,1,9,1,852,40,n,3225
40,199,7,5,2207,0,2207,2,3,1,7,1,576,35,n,1855
4,106.65,7,5,1479,0,1479,2,3,1,7,0,558,35,n,2315
65,46.08,4,6,747,0,747,1,2,1,4,0,220,24,n,855
53,155.93,7,4,1304,983,2287,2,3,1,7,1,667,28,n,2305
34,136.51,7,6,2223,0,2223,2,3,1,8,2,516,42,y,2495
25,75.99,4,6,845,0,845,1,2,1,4,0,360,24,y,1350
11,101.41,7,5,885,833,1718,2,3,1,7,1,427,35,y,1905
56,102,5,7,1086,0,1086,1,3,1,6,0,490,35,y,1504
95,57.9,3,6,840,765,1605,2,3,2,8,0,379,18,y,1129
36,15.96,4,5,526,462,988,1,2,1,5,0,297,20,y,965
52,84.75,4,7,952,0,952,1,2,1,4,0,283,28,y,1412.5
60,86.35,5,5,1072,213,1285,1,2,1,6,0,240,25,y,1325
42,107.78,4,5,1768,0,1768,2,4,2,8,0,0,20,y,1420
99,104.4,5,6,682,548,1230,1,2,1,5,0,440,30,y,1155
41,130,6,6,1182,960,2142,2,4,1,8,1,509,36,y,1990
8,45,6,5,1337,0,1337,2,2,1,5,0,405,30,y,1590
1,102.06,8,5,1563,0,1563,2,3,1,6,1,758,40,y,2505
47,88.92,5,5,1065,0,1065,1,3,1,6,0,461,25,y,1320
14,85.3,7,5,804,670,1474,2,3,1,7,1,400,35,y,1740
15,160.59,8,5,1301,1116,2417,2,4,1,9,1,462,40,y,2655
4,119.11,6,5,684,876,1560,2,3,1,6,1,400,30,y,1795
0,39.51,6,5,612,612,1224,2,2,1,4,0,528,30,y,1700
94,84.7,3,2,1013,0,1526,1,2,1,6,0,0,6,y,905
13,80.7,4,5,990,0,990,1,3,1,5,0,0,20,y,1291
56,72,4,5,1040,0,1040,1,2,1,4,0,420,20,y,1154
45,85,5,3,1235,0,1235,1,2,1,6,0,480,15,y,1041
88,133.6,5,7,964,0,964,1,2,1,5,0,432,35,y,1690
97,72,6,6,1260,1031,2291,2,4,2,9,1,506,36,y,1394
10,93.37,6,5,905,881,1786,2,3,1,7,0,684,30,y,2102.5
16,97.65,6,8,680,790,1470,2,3,1,6,1,420,48,y,1905
7,102.64,7,5,1588,0,1588,2,3,1,6,0,472,35,y,2195
42,109.21,4,5,960,0,960,1,3,1,6,0,432,20,y,1002.5
90,106.25,5,5,835,0,835,1,2,1,5,0,366,25,y,885
51,93.2,4,5,1225,0,1225,1,3,1,6,0,0,20,y,1344.5
33,106.03,6,7,1610,0,1610,2,3,1,6,2,480,42,y,2105
25,92.06,6,5,977,755,1732,2,3,1,7,1,476,30,y,1835
30,70.18,5,5,1535,0,1535,2,4,2,8,0,410,25,y,1244.64
1,104.02,7,5,1226,0,1226,2,3,1,6,0,740,35,y,2044
76,77.58,7,4,1226,592,1818,1,4,1,7,2,240,28,y,1750
5,93.75,8,5,1053,939,1992,2,3,1,9,1,648,40,y,2555
122,108,4,7,1047,0,1047,1,2,1,6,0,273,28,y,1055
60,60,5,5,789,0,789,1,2,1,5,0,250,25,n,1205
88,85,5,7,997,520,1517,2,3,1,7,0,0,35,n,1205
33,117.51,6,6,1844,0,1844,2,3,1,7,1,546,36,n,1955
52,95.25,6,4,1216,639,1855,2,4,1,7,0,325,24,n,1424
10,77.5,7,5,774,656,1430,2,3,1,7,1,400,35,n,1855
0,99.65,7,5,1282,1414,2696,2,4,1,10,1,792,35,n,3894.7
54,210,6,5,2259,0,2259,2,3,1,7,2,450,30,n,2225
62,72.59,6,8,1436,884,2320,2,3,1,9,1,180,48,n,2650
8,32.3,6,5,729,729,1458,2,2,1,5,1,440,30,n,1815
47,116.16,5,5,1092,0,1092,1,3,1,6,1,288,25,n,1445
1,85.36,5,5,1125,0,1125,1,2,1,5,0,430,25,n,1605
20,123.76,7,5,1699,1523,3222,3,5,1,11,2,594,35,n,3255
1,84.61,6,5,728,728,1456,2,3,1,8,1,390,30,n,1694.9
37,214.53,6,5,988,0,988,1,1,1,4,2,540,30,n,1855
68,60.6,4,5,772,351,1123,1,3,1,4,0,264,20,n,1055
50,94.64,6,7,1080,0,1080,1,3,1,5,0,288,42,n,1415
15,78.92,6,5,1199,0,1199,2,2,1,5,0,530,30,n,1594
30,170.43,6,5,1586,0,1586,2,3,1,7,1,435,30,n,1865
71,67.8,6,8,520,0,754,1,2,1,5,0,0,48,n,900
31,49.28,6,5,958,0,958,2,2,1,5,1,440,30,n,1335
77,43.88,5,7,840,0,840,1,3,1,5,1,0,35,n,925
40,75.9,6,5,660,688,1348,1,3,1,6,1,453,30,n,1605
48,89.73,5,7,1053,0,1053,1,3,1,6,0,750,35,n,1555
40,142,7,6,1216,941,2157,2,4,1,8,2,487,42,n,2315
9,122.24,6,5,1022,1032,2054,2,3,1,7,1,390,30,n,2495
48,73.88,5,6,1327,0,1327,1,3,1,7,0,624,30,n,1562.5
8,68.53,8,5,1296,0,1296,2,2,1,6,0,471,40,n,2255
38,103.35,5,6,1721,0,1721,2,3,1,7,1,440,30,n,1855
38,104,7,6,1682,0,1682,2,3,1,7,1,530,42,n,1795
40,103.55,5,5,1214,0,1214,2,3,1,5,1,318,25,n,1485
18,110.7,7,5,1959,0,1959,3,5,2,9,0,766,35,n,1765
9,90.66,8,5,1004,848,1852,2,3,1,7,2,660,40,n,2355
12,154.26,6,5,928,836,1764,2,3,1,7,0,470,30,n,2370
39,105,4,5,864,0,864,1,3,1,5,1,0,20,n,1205
1,116.45,7,5,1734,0,1734,2,3,1,7,0,660,35,n,2655
58,85.2,5,4,910,475,1385,2,4,1,6,0,720,20,n,1715
10,103.35,7,5,1501,0,1501,2,3,1,6,0,577,35,n,2095
43,91,5,5,1728,0,1728,2,6,2,10,0,504,25,n,1305
2,25.22,6,5,970,739,1709,2,3,1,7,0,380,30,n,1355
78,61.2,5,7,875,0,875,1,2,1,5,0,180,35,n,1105
9,95.05,7,5,884,1151,2035,2,3,1,8,1,434,35,n,2280
4,75,7,5,1080,0,1080,1,3,1,6,0,0,35,n,1465
70,62.4,5,4,896,448,1344,1,3,1,7,0,240,20,n,1205
32,103.56,5,6,969,0,969,1,3,1,5,0,440,30,n,1275
1,138.91,8,5,1710,0,1710,2,2,1,6,1,866,40,n,3779.02
35,148.03,6,5,1097,896,1993,2,4,1,8,1,495,30,n,1955
48,135,6,7,1252,0,1252,1,1,1,4,1,564,42,n,2405
83,113.4,6,5,1200,0,1200,1,4,1,7,0,312,30,n,1305
84,96,6,5,572,524,1096,1,2,1,5,0,0,30,n,845
56,72,5,7,1040,0,1040,1,2,1,5,0,625,35,n,1150
1,120.03,8,5,774,1194,1968,2,4,1,8,1,680,40,n,2750
6,125.52,7,5,991,956,1947,2,3,1,8,1,678,35,n,2604
1,193.78,7,5,1392,1070,2462,2,4,1,9,1,576,35,n,3255
24,111.2,6,6,1232,0,1232,2,3,1,6,0,516,36,n,1680
5,136.88,9,5,1572,1096,2668,2,3,1,10,2,726,45,n,4180
5,121.82,7,5,1541,0,1541,2,3,1,7,1,532,35,n,2255
51,55,4,6,882,0,882,1,1,1,4,0,0,24,n,1087
81,54,6,7,1149,467,1616,2,3,1,5,0,216,42,n,1575
68,101.06,5,7,808,547,1355,2,4,2,6,0,0,35,n,1330
54,107.08,5,5,1867,0,1867,1,2,1,7,3,303,25,n,1955
0,105.62,8,5,1610,551,2161,1,3,1,8,1,789,40,n,3311.24
3,82.44,7,5,840,880,1720,2,3,1,7,1,440,35,n,1890
25,166.69,8,6,1707,0,1707,2,2,1,6,1,511,48,n,2335
66,123.58,5,6,854,0,1382,1,2,1,7,0,660,30,n,1340
50,317.7,6,5,1656,0,1656,1,3,1,7,2,528,30,n,2205
19,53.06,7,7,1064,703,1767,2,2,1,5,1,504,49,n,2445
47,101.97,6,5,1362,0,1362,1,3,1,6,1,504,30,n,1685
22,124.16,6,5,1651,0,1651,2,3,1,7,1,616,30,n,1895
57,126.15,6,7,2158,0,2158,2,4,1,7,1,576,42,n,2485
19,100.29,6,5,1164,896,2060,2,4,1,8,1,521,30,n,2165
48,136.5,5,5,1252,668,1920,2,4,1,8,1,451,25,n,1780
1,174.23,9,5,2234,0,2234,2,1,1,9,1,1166,45,n,5073.37
84,85.2,5,6,968,0,968,1,2,1,5,0,480,30,n,1055
7,21.17,6,5,769,756,1525,2,3,1,5,1,440,30,n,1825
86,75.88,7,6,901,901,1802,1,4,1,9,1,216,42,n,2056
50,90.6,5,6,1340,0,1340,1,3,1,7,1,252,30,n,1255
5,114.26,7,5,1362,720,2082,2,3,1,6,0,484,35,n,2055
98,74.38,5,8,936,316,1252,1,3,1,5,0,576,40,n,1325
114,229.5,10,9,1518,1518,3608,2,4,1,12,2,840,90,n,4805
19,99.47,7,5,1217,0,1217,2,3,1,6,0,497,35,n,1785
93,104.1,5,7,808,704,1656,2,3,1,8,0,180,35,n,1405
30,70.18,5,5,1224,0,1224,0,2,2,6,2,528,25,n,1588.37
7,49.23,8,5,1593,0,1593,1,0,1,5,1,682,40,n,2915
75,105.7,8,8,1549,1178,2727,2,3,1,10,2,440,64,n,3205
35,74.72,7,9,725,754,1479,1,4,1,7,0,484,63,n,1895
10,90.17,7,5,1431,0,1431,2,3,1,6,0,666,35,n,1975
2,25.22,7,5,970,739,1709,2,3,1,7,0,380,35,n,1355
36,71.8,5,7,864,0,864,1,3,1,5,0,352,35,n,1325
33,22.8,6,6,855,601,1456,2,3,1,7,1,440,36,n,1540
0,94.16,7,5,1726,0,1726,2,3,1,8,1,786,35,n,3173.72
88,254.19,8,4,1360,1360,3112,2,4,1,8,1,795,32,n,2405
97,55.2,6,6,929,929,2229,1,5,1,8,0,0,36,n,1095
5,95.91,8,5,1713,0,1713,2,3,1,7,1,856,40,n,2804
7,85.46,4,5,1121,0,1121,2,2,1,5,0,440,20,n,1455
31,101.25,6,6,1279,0,1279,2,3,1,6,2,473,36,n,1770
82,70,6,6,865,445,1310,2,2,1,6,0,398,36,n,1175
4,44.38,6,5,848,0,848,1,1,1,3,1,420,30,n,1545
62,35,5,7,720,564,1284,1,2,1,5,0,240,35,n,1155
19,118.51,7,5,1442,0,1442,2,3,1,5,0,500,35,n,1860
45,136.73,5,5,1696,0,1696,1,3,1,8,1,349,25,n,1494
48,124.93,4,5,1100,0,1100,1,3,1,6,1,312,20,n,1465
19,143.64,7,5,1180,882,2062,2,3,1,7,1,454,35,n,2825
44,82.5,6,7,1092,0,1092,1,3,1,6,0,504,42,n,1505
83,56.04,5,6,864,0,864,1,2,1,5,0,0,30,n,1035
1,104.2,6,5,1212,0,1212,2,3,1,6,0,460,30,n,1915
0,86.4,7,5,932,920,1852,2,3,1,7,1,644,35,n,2581.78
11,135.68,5,5,990,0,990,1,3,1,5,0,576,25,n,1615
33,109,6,7,689,703,1392,1,3,1,6,0,299,42,n,1672.5
49,100.11,5,6,1236,0,1236,1,2,1,6,1,447,30,n,1399.5
4,84.5,7,5,1436,0,1436,2,3,1,8,0,484,35,n,2155
81,99.06,4,4,810,518,1328,1,3,1,8,0,210,16,n,1125
69,156.6,7,9,1137,817,1954,1,3,1,8,2,431,63,n,3170
1,30.1,7,5,1248,0,1248,2,2,1,5,0,438,35,n,1727.4
0,89.9,7,5,1498,0,1498,2,2,1,5,0,675,35,n,2104
7,80.68,6,5,1010,1257,2267,2,4,1,8,1,390,30,n,2055
31,114.75,6,6,811,741,1552,2,3,1,6,1,434,36,n,1854
38,105,4,6,864,0,864,1,2,1,4,0,576,24,n,1025
6,134.72,10,5,2392,0,2392,2,3,1,8,1,968,50,n,3917.5
38,16.8,5,5,630,672,1302,2,3,1,6,0,280,25,n,1175
12,99.5,7,5,1214,1306,2520,2,4,1,9,1,721,35,n,2955
38,18.69,6,6,483,504,987,1,2,1,5,0,280,36,n,1115
43,85.21,5,5,912,0,912,1,3,1,5,1,336,25,n,1305
4,31.82,7,5,1555,0,1555,2,2,1,7,1,430,35,n,1980
51,87.6,6,6,1194,0,1194,1,3,1,6,0,312,36,n,1535
14,151.38,8,5,1490,1304,2794,2,4,1,9,1,810,40,n,4085
34,16.8,6,5,483,504,987,1,2,1,5,1,288,30,n,1000
34,106.5,5,6,894,0,894,1,3,1,5,0,308,30,n,1337
8,78.51,6,5,860,1100,1960,2,4,1,8,2,440,30,n,2220
37,16.8,6,3,483,504,987,1,2,1,5,0,264,18,n,950
6,87.73,7,5,1414,0,1414,2,3,1,6,0,494,35,n,1910
17,94.53,7,7,1014,730,1744,2,3,1,7,0,457,49,n,2000
0,120.3,8,5,1694,0,1694,2,3,1,7,0,818,40,n,3235
65,87.41,6,4,798,689,1487,1,3,1,7,1,220,24,n,1185
2,90,8,5,1566,0,1566,2,3,1,7,0,750,40,n,2680
62,38.8,5,9,866,0,866,1,2,1,4,0,0,45,n,1160
106,50,5,4,889,551,1440,1,3,1,6,0,352,20,n,845
29,107.62,6,6,626,591,1217,1,3,1,6,1,288,36,n,1255
16,88.8,7,5,1222,888,2110,2,3,1,8,2,463,35,n,2105
18,104,7,5,1872,0,1872,2,3,1,6,1,604,35,n,2470
96,91.42,6,8,908,1020,1928,2,4,2,9,0,440,48,n,1425
52,113.1,6,5,1375,0,1375,1,2,1,5,1,451,30,n,1455
4,113.17,7,5,840,828,1668,2,3,1,8,0,500,35,n,1855
49,1590,6,7,1444,700,2144,2,4,1,7,2,389,42,n,2825
70,53.5,3,2,1306,0,1306,1,3,1,6,0,0,6,n,820
1,47.5,8,5,1625,0,1625,2,2,1,5,1,538,40,n,2405
4,83.66,6,5,798,842,1640,2,3,1,6,0,520,30,n,1785
43,93.5,6,7,1302,0,1302,2,3,1,7,0,309,42,n,1635
53,84,5,6,1314,0,1314,1,3,1,5,0,294,30,n,1505
7,87.38,7,5,1005,1286,2291,2,4,1,8,1,429,35,n,2355
5,87.91,6,5,864,864,1728,2,3,1,7,0,673,30,n,2130
3,88.14,7,5,1604,0,1604,2,3,1,8,1,660,35,n,2255
7,124.35,7,5,963,829,1792,2,3,1,7,1,564,35,n,2370
52,127.02,5,5,882,0,882,1,2,1,4,0,308,25,n,1025
47,192.96,6,5,1382,0,1382,1,3,1,6,1,884,30,n,1815
0,95.88,8,5,1482,1092,2574,2,3,1,10,1,868,40,n,2815
29,84.71,6,7,1212,0,1212,1,3,1,6,1,492,42,n,1565
81,55,5,7,926,0,1316,1,3,1,6,0,484,35,n,1355
83,52.32,5,5,764,0,764,1,2,1,4,0,504,25,n,785
27,120.9,6,6,1422,0,1422,2,3,1,7,1,576,36,n,1810
9,112.07,6,5,802,709,1511,2,3,1,8,1,413,30,n,1905
69,84,5,8,1052,720,2192,2,4,1,8,1,240,40,n,1850
68,69,5,6,778,0,778,1,2,1,4,1,924,30,n,1260
31,79.17,6,7,1113,0,1113,1,3,1,6,1,504,42,n,1535
0,107.28,8,5,1095,844,1939,2,3,1,8,1,1053,40,n,2715
54,391.04,7,7,1363,0,1363,1,2,1,5,2,439,49,n,2470
11,117.64,8,7,1164,1106,2270,2,4,1,9,1,671,56,n,2955
51,96,6,6,1632,0,1632,2,3,1,6,1,338,36,n,1445
25,83.14,5,7,816,0,816,1,2,1,5,0,264,35,n,1300
84,72.64,7,7,952,596,1548,2,3,1,5,0,672,49,n,2105
7,91.96,7,5,1560,0,1560,2,3,1,7,0,573,35,n,2065
59,191.38,4,5,864,0,864,1,2,1,4,0,400,20,n,1465
1,144.5,9,5,2121,0,2121,2,3,1,8,1,732,45,n,4207.98
31,100.05,7,5,1156,866,2022,2,4,1,8,1,505,35,n,1975
18,112.87,7,6,1175,807,1982,2,3,1,7,1,575,42,n,2340
0,72,6,5,1262,0,1262,2,2,1,5,0,572,30,n,1905
2,50.63,7,5,1314,0,1314,2,2,1,6,1,626,35,n,2130
1,96.12,8,5,1468,0,1468,2,3,1,6,1,898,40,n,2501
15,80.12,6,5,1575,0,1575,2,2,1,5,0,529,30,n,1847
1,42.51,7,5,625,625,1250,2,2,1,5,0,528,35,n,1702
44,97.86,6,7,1085,649,1734,1,3,1,7,1,440,42,n,1645
35,81.25,4,4,858,0,858,1,3,1,5,0,0,16,n,935
43,98.19,5,5,900,0,900,1,3,1,5,0,280,25,n,1275
92,87.3,6,7,698,698,1396,1,3,1,7,0,384,42,n,1590.75
0,156.11,8,5,1079,840,1919,2,3,1,8,1,685,40,n,2387.3
96,56.87,5,6,936,780,1716,2,6,1,9,0,0,30,n,1414
60,114.09,5,4,1148,568,1716,1,3,1,8,1,281,20,n,1365
29,166.59,7,7,1468,795,2263,2,3,1,9,1,539,49,n,2405
56,96,6,5,1644,0,1644,1,3,1,7,2,418,30,n,1725
22,79.37,6,6,1003,0,1003,1,3,1,6,0,588,36,n,1480
57,137.1,5,5,910,648,1558,1,4,1,6,0,282,25,n,1575
10,73.99,7,5,975,975,1950,2,3,1,7,1,576,35,n,2445
39,117,6,6,1041,702,1743,1,3,1,7,1,539,36,n,1805
59,140,6,8,1152,0,1152,1,3,1,6,1,300,48,n,1640
53,157.5,5,5,1336,0,1336,1,2,1,5,2,375,25,n,1625
9,162.26,8,5,1210,1242,2452,2,4,1,9,1,683,40,n,2725
5,137.04,7,5,1541,0,1541,2,3,1,6,1,843,35,n,2105
34,98,5,7,894,0,894,1,3,1,5,0,552,35,n,1554
128,183.86,7,9,1675,1818,3493,3,3,1,10,1,870,63,n,3005
3,103.86,8,5,2000,0,2000,2,3,1,8,0,888,40,n,3114
17,134.74,7,5,1122,1121,2243,2,4,1,8,1,746,35,n,2305
88,79.2,6,7,1035,371,1406,1,3,1,6,0,0,42,n,950
69,123.42,4,5,861,0,861,1,1,1,4,0,539,20,n,880
3,123.78,9,5,1944,0,1944,2,3,1,8,3,708,45,n,3655
13,76.85,6,5,697,804,1501,2,3,1,6,1,420,30,n,1711
61,80,6,6,972,0,972,1,2,1,5,1,240,36,n,1375
67,78,5,7,793,325,1118,1,3,1,5,1,410,35,n,1254
44,2152.45,7,5,2036,0,2036,2,3,1,8,2,513,35,n,3805
81,96,7,7,832,809,1641,1,3,1,6,1,546,49,n,1835
5,77.95,7,5,716,716,1432,2,3,1,6,1,432,35,n,1940
29,130.05,7,7,1153,1200,2353,2,4,1,10,1,484,49,n,2655
1,90,8,5,1088,871,1959,2,3,1,8,1,1025,40,n,2755
16,99,7,5,1372,1274,2646,2,4,1,9,1,656,35,n,2655
29,141.15,7,5,1472,0,1472,2,3,1,6,2,588,35,n,1930
0,162.59,9,5,1249,1347,2596,3,4,1,9,0,840,45,n,3481.43
3,120.99,8,5,1136,1332,2468,2,4,1,10,1,872,40,n,3595
21,103.8,7,5,1553,1177,2730,2,4,1,8,1,576,35,n,3065
51,58.2,3,8,1163,0,1163,1,3,1,6,0,220,24,n,1316.75
43,112.75,7,7,1898,1080,2978,2,5,1,11,1,564,49,n,2475
66,50,5,6,803,0,803,1,2,1,5,0,360,30,n,925
15,108.46,8,5,1719,0,1719,1,1,1,6,2,473,40,n,3295
46,116,6,5,1383,0,1383,1,3,1,7,0,292,30,n,1507.5
93,118.88,6,6,1445,689,2134,2,5,1,10,0,441,36,n,2200
89,64.02,5,5,596,596,1192,1,3,1,6,0,189,25,n,835
43,106.24,5,4,1728,0,1728,2,6,2,10,0,352,20,n,1245
49,81.76,5,6,1056,0,1056,1,3,1,6,0,308,30,n,1445
6,106.55,8,5,1629,0,1629,2,3,1,7,1,880,40,n,2895
4,81.98,7,5,1358,0,1358,2,2,1,6,1,484,35,n,2125
10,90.42,6,5,943,695,1638,2,3,1,7,2,472,30,n,1975
43,1646.6,5,6,1619,167,1786,2,3,1,7,2,529,30,n,2344.5
2,141.57,9,5,1922,0,1922,2,3,1,8,1,676,45,n,3829.26
6,91.35,7,5,1536,0,1536,2,3,1,7,0,532,35,n,2195
22,141.45,7,7,1621,0,1621,2,3,1,8,0,440,49,n,2080
51,124,6,7,1215,0,1215,1,3,1,6,0,297,42,n,1605
8,141.91,8,5,993,915,1908,2,4,1,9,0,431,40,n,2084
59,84,4,4,841,0,841,1,2,1,4,0,294,16,n,875
57,85.44,3,4,1040,0,1040,2,2,2,6,0,400,12,n,930
3,88.49,9,5,1684,0,1684,2,2,1,6,1,564,45,n,2715
34,25.92,5,3,536,576,1112,1,3,1,4,0,336,15,n,905
67,64.35,6,5,972,605,1577,1,3,1,6,1,312,30,n,1457
47,127.72,6,8,958,0,958,1,2,1,5,0,301,48,n,1570
49,176,6,5,1478,0,1478,2,3,1,6,2,498,30,n,1630
5,24.48,7,5,764,862,1626,2,2,1,6,0,474,35,n,1595
1,204.31,9,5,1848,880,2728,2,4,1,10,2,706,45,n,4426.54
0,78.2,9,5,1869,0,1869,2,2,1,6,1,617,45,n,3235.61
20,52.71,7,5,1453,0,1453,1,2,1,6,1,445,35,n,1955
67,90.84,5,6,616,495,1111,1,3,1,5,0,200,30,n,1005
82,85.2,6,8,720,0,720,1,2,1,5,0,484,48,n,1114
66,84,6,5,1192,403,1595,1,2,1,6,2,240,30,n,1455
12,112.49,6,5,1200,0,1200,2,3,1,6,0,521,30,n,1830
17,92.48,6,6,1167,0,1167,2,3,1,6,0,400,36,n,1785
31,42.24,5,5,1142,0,1142,1,3,1,6,1,528,25,n,1395
48,69.3,5,4,1352,0,1352,1,3,1,6,0,288,20,n,1355
8,120.11,8,5,1086,838,1924,2,3,1,7,1,592,40,n,2855
29,75.4,6,6,912,0,912,1,2,1,5,1,470,36,n,1615
68,91.44,5,5,988,517,1505,1,3,1,8,0,240,25,n,1505
6,73.01,7,5,495,1427,1922,3,4,1,7,1,672,35,n,2040
37,16.8,6,8,483,504,987,1,2,1,5,0,264,48,n,1235
30,188,6,5,790,784,1574,2,3,1,6,1,566,30,n,1955
89,106.9,5,7,672,672,1344,1,3,1,6,0,468,35,n,1525
46,95,6,5,1394,0,1394,1,3,1,6,2,514,30,n,1645
46,91.5,6,5,1431,0,1431,1,3,1,6,1,296,30,n,1705
56,78,5,6,1268,0,1268,1,2,1,7,1,244,30,n,1375
51,98.3,5,7,1287,0,1287,1,3,1,7,1,576,35,n,1675
6,81.21,6,5,953,711,1664,2,3,1,7,1,460,30,n,1779
49,171.2,4,4,1120,468,1588,2,4,1,7,1,680,16,n,1399.32
26,71.75,6,5,752,0,752,1,2,1,4,0,264,30,n,1305
56,106.34,5,6,1319,0,1319,1,3,1,5,0,270,30,n,1285
4,82,7,5,847,1081,1928,2,4,1,8,1,434,35,n,2250
87,100.2,1,1,904,0,904,0,1,1,4,0,0,1,n,665
10,88.46,5,5,914,0,914,1,2,1,5,0,576,25,n,1535
3,111.43,8,5,1580,886,2466,3,4,1,8,1,610,40,n,3455
0,113.94,9,2,1856,0,1856,1,1,1,8,1,834,18,n,3999.32
9,81.23,6,5,1007,793,1800,2,3,1,7,1,463,30,n,1845
86,50,5,6,1026,665,1691,2,3,1,6,1,308,30,n,1325
0,72,7,5,1301,0,1301,2,2,1,5,1,572,35,n,1932.5
