Date,Open,High,Low,Close,Adj Close,Volume
2021-06-11,112.279999,112.830002,112.190002,112.559998,111.080200,3231200
2021-06-14,112.779999,113.230003,111.500000,112.449997,110.971657,4222400
2021-06-15,112.459999,112.500000,111.559998,111.889999,110.419014,3487300
2021-06-16,112.419998,112.570000,110.199997,111.360001,109.895981,4822000
2021-06-17,111.000000,111.949997,110.709999,111.389999,109.925591,4008500
2021-06-18,110.739998,110.750000,109.260002,109.699997,108.257797,7024400
2021-06-21,110.000000,111.370003,109.680000,110.970001,109.511108,5628500
2021-06-22,111.070000,112.260002,110.599998,111.849998,110.379539,3583500
2021-06-23,111.279999,111.970001,111.139999,111.559998,110.093346,3552100
2021-06-24,111.779999,112.910004,111.779999,111.989998,110.517693,3840000
2021-06-25,112.750000,113.220001,112.220001,113.040001,111.553902,12171200
2021-06-28,112.930000,113.050003,111.449997,112.239998,110.764412,4546600
2021-06-29,112.070000,112.690002,111.529999,112.269997,110.794022,3789500
2021-06-30,112.339996,112.589996,111.269997,111.809998,110.340065,6759100
2021-07-01,111.949997,113.489998,111.809998,113.410004,111.919029,4810600
2021-07-02,113.970001,115.300003,113.709999,114.970001,113.458519,4722000
2021-07-06,115.080002,115.849998,114.320000,115.730003,114.208534,5294700
2021-07-07,115.879997,117.769997,115.650002,117.139999,115.599991,5382300
2021-07-08,115.449997,116.760002,115.239998,115.989998,114.465111,4486100
2021-07-09,116.059998,117.739998,116.000000,117.470001,115.925659,3533600
2021-07-12,117.750000,118.779999,117.389999,118.459999,116.902634,5683400
2021-07-13,118.540001,119.989998,118.449997,119.550003,117.978310,5529300
2021-07-14,119.940002,120.830002,119.680000,119.800003,118.225021,5701800
2021-07-15,119.290001,119.580002,118.180000,118.970001,117.405930,6467500
2021-07-16,119.680000,120.480003,118.500000,118.730003,117.169098,5024800
2021-07-19,117.540001,117.550003,114.330002,115.320000,113.803917,7731300
2021-07-20,115.629997,118.070000,115.330002,117.419998,115.876312,5117800
2021-07-21,117.540001,119.650002,117.480003,119.269997,117.701996,4377500
2021-07-22,119.339996,122.919998,119.070000,122.629997,121.017815,7172300
2021-07-23,124.550003,126.320000,123.919998,125.970001,124.313911,7934200
2021-07-26,125.739998,126.099998,124.250000,126.059998,124.402725,4827500
2021-07-27,126.080002,126.160004,124.809998,126.029999,124.373123,6110900
2021-07-28,122.559998,123.330002,121.389999,122.410004,120.800713,11747000
2021-07-29,122.930000,123.470001,122.139999,122.379997,120.771103,6618400
2021-07-30,122.190002,122.980003,121.099998,121.430000,119.833595,5712300
2021-08-02,122.029999,122.980003,120.070000,120.370003,118.787537,5996800
2021-08-03,120.570000,120.750000,117.519997,119.129997,117.563828,6030500
2021-08-04,119.129997,119.209999,117.570000,118.250000,116.695404,6675500
2021-08-05,118.720001,119.089996,118.110001,119.029999,117.465149,4281900
2021-08-06,119.139999,119.209999,118.080002,119.050003,117.484886,6832600
2021-08-09,118.989998,119.019997,117.750000,117.940002,116.389481,4557900
2021-08-10,118.389999,118.500000,115.980003,116.389999,114.859856,9839700
2021-08-11,116.339996,117.290001,115.900002,116.500000,115.414635,6472300
2021-08-12,116.410004,116.779999,115.510002,115.750000,114.671623,4358300
2021-08-13,115.940002,116.830002,115.400002,116.760002,115.672218,4361700
2021-08-16,116.690002,117.730003,116.410004,117.540001,116.444946,5976000
2021-08-17,116.620003,116.940002,115.559998,116.570000,115.483986,4719800
2021-08-18,116.279999,116.739998,115.599998,115.680000,114.602280,4520500
2021-08-19,114.510002,115.070000,113.610001,114.320000,113.254944,5317100
2021-08-20,113.980003,115.000000,113.660004,114.629997,113.562057,3486300
2021-08-23,114.709999,115.459999,114.709999,115.150002,114.077217,4235100
2021-08-24,115.389999,115.849998,114.940002,115.080002,114.007874,3447300
2021-08-25,115.589996,115.989998,115.000000,115.570000,114.493301,3881500
2021-08-26,115.620003,115.769997,113.860001,114.320000,113.254944,5188200
2021-08-27,114.610001,115.389999,114.180000,115.120003,114.047493,4204700
2021-08-30,115.610001,115.820000,114.629997,115.610001,114.532928,3078200
2021-08-31,115.769997,117.599998,115.650002,117.489998,116.395409,6995500
2021-09-01,118.010002,118.330002,117.279999,117.449997,116.355782,4402700
2021-09-02,118.290001,118.360001,116.900002,117.370003,116.276535,3801900
2021-09-03,116.839996,117.580002,116.339996,117.190002,116.098213,2921300
2021-09-07,117.089996,117.129997,115.470001,115.790001,114.711250,4264900
2021-09-08,116.099998,118.190002,115.510002,118.040001,116.940292,5548400
2021-09-09,117.980003,120.070000,117.800003,118.790001,117.683304,4711200
2021-09-10,119.349998,120.760002,118.889999,119.339996,118.228172,6517900
2021-09-13,119.889999,120.150002,118.559998,119.180000,118.069664,4381100
2021-09-14,119.720001,119.860001,118.360001,118.860001,117.752647,4722800
2021-09-15,116.959999,117.019997,113.120003,114.639999,113.571960,11556200
2021-09-16,114.790001,115.269997,113.190002,114.669998,113.601685,7997000
2021-09-17,114.540001,114.849998,113.120003,113.410004,112.353424,9261000
2021-09-20,111.349998,112.269997,110.379997,111.820000,110.778236,7795200
2021-09-21,111.919998,113.599998,111.750000,112.220001,111.174515,5468400
2021-09-22,113.059998,114.029999,112.320000,113.070000,112.016594,4578200
2021-09-23,113.389999,114.709999,113.099998,114.139999,113.076622,3842000
2021-09-24,114.129997,114.860001,113.760002,114.110001,113.046898,3955000
2021-09-27,113.610001,114.669998,112.910004,113.680000,112.620903,3988800
2021-09-28,112.680000,113.000000,111.080002,111.709999,110.669266,5917700
2021-09-29,111.900002,112.519997,111.570000,112.169998,111.124977,4389100
2021-09-30,111.519997,112.160004,110.309998,110.309998,109.282303,5974500
2021-10-01,110.889999,113.459999,110.540001,112.919998,111.867989,5636900
2021-10-04,112.430000,113.080002,111.019997,111.459999,110.421593,4497700
2021-10-05,111.129997,111.480003,110.029999,110.849998,109.817276,5884000
2021-10-06,110.180000,112.019997,109.480003,111.639999,110.599915,5734500
2021-10-07,112.379997,112.980003,112.050003,112.209999,111.164604,5549500
2021-10-08,112.580002,112.660004,111.129997,111.220001,110.183830,3787000
2021-10-11,112.889999,113.559998,110.919998,110.940002,109.906433,5987300
2021-10-12,111.720001,111.870003,110.660004,111.000000,109.965874,3866800
2021-10-13,111.389999,111.480003,109.410004,110.760002,109.728119,4806500
2021-10-14,111.080002,112.610001,111.010002,111.870003,110.827774,5194900
2021-10-15,112.449997,112.919998,110.949997,111.449997,110.411682,5860900
2021-10-18,111.440002,113.570000,110.959999,113.370003,112.313805,4958400
2021-10-19,113.739998,114.540001,112.760002,113.489998,112.432678,5799300
2021-10-20,113.059998,115.110001,112.709999,113.860001,112.799232,7645200
2021-10-21,113.930000,114.559998,113.610001,114.440002,113.373833,3684300
2021-10-22,114.410004,114.980003,114.070000,114.550003,113.482811,3396400
2021-10-25,114.739998,114.879997,113.360001,114.709999,113.641312,4290600
2021-10-26,114.919998,115.279999,114.250000,114.919998,113.849358,5948000
2021-10-27,115.570000,115.570000,113.080002,113.510002,112.452492,5853900
2021-10-28,113.739998,114.599998,112.459999,113.199997,112.145378,7697600
2021-10-29,107.500000,107.989998,104.019997,106.070000,105.081810,27419600
2021-11-01,107.230003,110.150002,107.199997,109.800003,108.777061,14184600
2021-11-02,110.250000,111.820000,109.790001,111.449997,110.411682,11538900
2021-11-03,111.330002,112.919998,110.110001,112.610001,111.560875,6422600
2021-11-04,111.599998,112.419998,110.930000,112.160004,111.115074,8212600
2021-11-05,113.239998,117.330002,113.139999,116.910004,115.820824,10256800
2021-11-08,116.519997,117.470001,114.570000,115.160004,114.087128,8753300
2021-11-09,114.650002,115.599998,113.370003,114.129997,113.066711,6754700
2021-11-10,112.910004,114.459999,112.599998,113.250000,112.678680,6563700
2021-11-11,113.250000,113.250000,110.540001,111.440002,110.877815,7191900
2021-11-12,111.739998,112.239998,111.089996,111.720001,111.156403,7350400
2021-11-15,112.120003,113.650002,111.580002,111.870003,111.305649,6566100
2021-11-16,112.279999,113.110001,111.510002,112.230003,111.663834,7965000
2021-11-17,112.220001,113.110001,111.660004,112.519997,111.952362,5768600
2021-11-18,112.120003,113.230003,111.339996,112.900002,112.330452,5632100
2021-11-19,112.730003,112.900002,109.769997,110.779999,110.221138,6921800
2021-11-22,111.110001,112.589996,110.669998,111.449997,110.887756,5967300
2021-11-23,112.000000,114.110001,111.779999,113.580002,113.007019,7911000
2021-11-24,113.410004,114.260002,113.080002,113.970001,113.395050,4464300
2021-11-26,110.010002,110.830002,109.250000,110.660004,110.101753,6703200
2021-11-29,111.360001,111.690002,109.620003,110.730003,110.171394,7114100
2021-11-30,109.550003,111.089996,109.050003,109.639999,109.086891,9483300
2021-12-01,110.959999,113.349998,108.550003,108.660004,108.111839,7618500
2021-12-02,109.169998,112.080002,109.169998,111.419998,110.857910,7709400
2021-12-03,111.849998,112.849998,110.080002,111.239998,110.678818,7014100
2021-12-06,112.010002,114.169998,111.709999,113.360001,112.788124,8280200
2021-12-07,115.059998,117.190002,114.790001,116.260002,115.673500,8786900
2021-12-08,115.779999,116.650002,115.150002,116.250000,115.663544,5807000
2021-12-09,115.800003,116.410004,115.239998,115.349998,114.768089,5664700
2021-12-10,115.820000,117.089996,115.779999,116.730003,116.141129,6110800
2021-12-13,116.160004,116.830002,115.220001,115.559998,114.977028,6479400
2021-12-14,114.570000,115.300003,114.029999,114.709999,114.131317,6854600
2021-12-15,114.809998,115.199997,112.760002,114.680000,114.101471,6902400
2021-12-16,115.000000,115.400002,113.220001,113.589996,113.016960,7544400
2021-12-17,111.269997,111.800003,108.220001,108.629997,108.081985,13696900
2021-12-20,107.070000,108.120003,106.610001,108.089996,107.544708,6313700
2021-12-21,109.000000,110.900002,108.870003,110.370003,109.813210,4682200
2021-12-22,110.199997,111.779999,110.000000,111.739998,111.176300,3643300
2021-12-23,112.230003,112.910004,111.989998,112.370003,111.803123,3359600
2021-12-27,112.599998,114.370003,112.389999,114.220001,113.643791,3716700
2021-12-28,114.000000,116.279999,113.809998,115.570000,114.986977,4561600
2021-12-29,115.400002,116.959999,115.309998,116.379997,115.792885,4215300
2021-12-30,116.379997,117.339996,116.080002,116.239998,115.653595,4068700
2021-12-31,115.669998,117.480003,115.599998,116.970001,116.379913,3674900
2022-01-03,116.470001,117.800003,114.779999,116.680000,116.091377,5475700
2022-01-04,116.900002,117.050003,114.169998,114.239998,113.663681,8367600
2022-01-05,114.400002,114.959999,110.400002,110.440002,109.882858,8662300
2022-01-06,110.000000,111.879997,109.989998,111.139999,110.579323,6099900
2022-01-07,108.220001,109.709999,107.480003,107.570000,107.027336,11266400
2022-01-10,106.620003,107.010002,104.419998,106.029999,105.495102,8499400
2022-01-11,106.040001,106.169998,103.709999,104.040001,103.515144,13073200
2022-01-12,104.440002,105.320000,103.680000,103.870003,103.346001,11810500
2022-01-13,104.150002,104.669998,102.089996,102.400002,101.883415,9818500
2022-01-14,101.910004,101.910004,99.089996,100.120003,99.614922,13703200
2022-01-18,99.169998,99.360001,97.510002,97.730003,97.236977,11396000
2022-01-19,97.940002,98.389999,96.779999,96.870003,96.381317,10856800
2022-01-20,97.489998,98.940002,95.589996,95.720001,95.237114,20311500
2022-01-21,95.900002,98.410004,95.470001,96.309998,95.824135,13438300
2022-01-24,94.750000,98.349998,94.410004,98.099998,97.605110,17201400
2022-01-25,96.669998,98.089996,95.129997,97.010002,96.520607,12368500
2022-01-26,97.699997,98.639999,94.900002,95.580002,95.097824,11863000
2022-01-27,96.620003,97.169998,95.059998,95.320000,94.839134,7322200
2022-01-28,95.059998,97.220001,93.790001,97.209999,96.719597,8345400
2022-01-31,97.029999,98.400002,96.419998,98.320000,97.823997,8807700
2022-02-01,98.419998,99.029999,96.800003,98.760002,98.261780,11601900
2022-02-02,95.800003,99.150002,94.739998,97.730003,97.236977,15578800
2022-02-03,96.839996,97.470001,95.669998,95.940002,95.456009,8901100
2022-02-04,95.410004,95.940002,93.830002,95.000000,94.520744,8267600
2022-02-07,95.349998,96.110001,94.879997,95.190002,94.709793,6849000
2022-02-08,95.290001,96.029999,94.349998,94.919998,94.441147,7161000
2022-02-09,96.250000,97.970001,96.199997,97.129997,96.639999,9353700
2022-02-10,95.459999,96.809998,94.980003,95.309998,95.309998,9098800
2022-02-11,95.589996,96.489998,93.360001,93.730003,93.730003,6924800
2022-02-14,93.750000,94.489998,92.419998,93.650002,93.650002,7948500
2022-02-15,95.150002,95.459999,94.360001,94.510002,94.510002,7722200
2022-02-16,94.339996,95.550003,93.160004,95.180000,95.180000,6545800
2022-02-17,94.419998,94.629997,92.779999,93.050003,93.050003,6578200
2022-02-18,92.559998,94.050003,92.529999,93.339996,93.339996,6210600
2022-02-22,93.599998,94.040001,92.360001,93.110001,93.110001,8622500
2022-02-23,93.879997,93.879997,89.440002,89.650002,89.650002,9674800
2022-02-24,87.500000,91.199997,87.250000,91.010002,91.010002,9260500
2022-02-25,91.300003,92.790001,90.279999,92.580002,92.580002,7039400
2022-02-28,91.290001,92.309998,90.620003,91.790001,91.790001,8591500
2022-03-01,91.489998,91.510002,89.650002,90.139999,90.139999,7100700
2022-03-02,90.769997,93.279999,90.589996,92.769997,92.769997,10721100
2022-03-03,93.480003,93.500000,91.080002,91.529999,91.529999,6587400
2022-03-04,90.970001,91.160004,89.449997,90.029999,90.029999,7179800
2022-03-07,90.040001,90.050003,84.349998,84.459999,84.459999,14608700
2022-03-08,84.760002,86.919998,83.760002,84.000000,84.000000,10692000
2022-03-09,86.500000,88.129997,86.330002,87.599998,87.599998,8811600
2022-03-10,86.089996,87.360001,85.599998,87.160004,87.160004,9114300
2022-03-11,88.349998,88.809998,82.540001,82.730003,82.730003,15351700
2022-03-14,82.320000,82.339996,78.919998,79.290001,79.290001,18199300
2022-03-15,80.500000,83.440002,80.279999,83.120003,83.120003,12542300
2022-03-16,88.010002,90.089996,85.620003,87.410004,87.410004,21207900
2022-03-17,87.459999,87.949997,86.010002,87.660004,87.660004,8554200
2022-03-18,86.120003,89.750000,84.980003,89.599998,89.599998,23784200
2022-03-21,89.610001,89.720001,85.970001,86.860001,86.860001,11925300
2022-03-22,87.400002,89.099998,87.150002,87.889999,87.889999,8447400
2022-03-23,87.360001,87.709999,86.099998,86.220001,86.220001,7670500
2022-03-24,86.830002,87.150002,85.559998,87.120003,87.120003,6163400
2022-03-25,87.389999,87.669998,86.220001,87.449997,87.449997,7048100
2022-03-28,87.480003,88.419998,86.750000,88.379997,88.379997,5981000
2022-03-29,89.699997,91.900002,89.660004,91.230003,91.230003,8963200
2022-03-30,90.750000,91.540001,90.400002,91.029999,91.029999,8122100
2022-03-31,91.320000,92.629997,90.970001,90.970001,90.970001,11306100
2022-04-01,91.500000,91.889999,90.480003,91.489998,91.489998,6515300
2022-04-04,87.889999,88.459999,86.180000,88.089996,88.089996,16243100
2022-04-05,86.559998,86.620003,83.820000,84.120003,84.120003,17525800
2022-04-06,83.650002,83.889999,82.070000,83.360001,83.360001,10567000
2022-04-07,82.989998,83.500000,81.449997,83.120003,83.120003,10869100
2022-04-08,83.190002,83.190002,81.339996,81.519997,81.519997,9279400
2022-04-11,80.879997,81.739998,80.290001,80.680000,80.680000,8623200
2022-04-12,80.830002,81.269997,79.650002,79.790001,79.790001,8472500
2022-04-13,79.879997,81.309998,79.610001,80.919998,80.919998,8604400
2022-04-14,80.750000,81.080002,79.250000,79.500000,79.500000,9555700
2022-04-18,79.040001,79.970001,78.879997,79.599998,79.599998,7797300
2022-04-19,79.620003,81.540001,79.410004,81.220001,81.220001,8622100
2022-04-20,81.309998,81.519997,80.000000,80.169998,80.169998,8368800
2022-04-21,81.050003,81.190002,78.730003,78.959999,78.959999,8152500
2022-04-22,78.889999,79.480003,77.779999,77.919998,77.919998,10315500
2022-04-25,77.379997,78.080002,76.730003,77.980003,77.980003,10259000
2022-04-26,77.489998,77.580002,75.629997,75.629997,75.629997,8800500
2022-04-27,75.379997,76.430000,74.680000,74.739998,74.739998,8467300
2022-04-28,75.620003,77.099998,74.860001,76.580002,76.580002,8818500
2022-04-29,76.019997,76.769997,74.480003,74.639999,74.639999,9183200
2022-05-02,75.250000,75.720001,73.470001,75.370003,75.370003,12374300
